species,yeast_ortholog,domain_arch_conservation
N_apis,P53227,Conserved domain architecture
N_apis,P53230,Ortholog not conserved
N_apis,P53254,Ortholog not conserved
N_apis,P53255,Ortholog not conserved
N_apis,P53256,Lost domain(s)
N_apis,P53259,Ortholog not conserved
N_apis,P53261,Conserved domain architecture
N_apis,P53266,Ortholog not conserved
N_apis,P53273,Ortholog not conserved
N_apis,P53275,Ortholog not conserved
N_apis,P53290,Ortholog not conserved
N_apis,P53292,Ortholog not conserved
N_apis,P53297,Ortholog not conserved
N_apis,P53303,Ortholog not conserved
N_apis,P53306,Ortholog not conserved
N_apis,P53312,Ortholog not conserved
N_apis,P53313,Lost domain(s)
N_apis,P53318,Ortholog not conserved
N_apis,P53320,Ortholog not conserved
N_apis,P53323,Conserved domain architecture
N_apis,P53332,Ortholog not conserved
N_apis,P53333,Ortholog not conserved
N_apis,P53335,Ortholog not conserved
N_apis,P53337,Ortholog not conserved
N_apis,P53397,Ortholog not conserved
N_apis,P53507,Ortholog not conserved
N_apis,P53538,Conserved domain architecture
N_apis,P53550,Lost domain(s)
N_apis,P53551,Ortholog not conserved
N_apis,P53552,Ortholog not conserved
N_apis,P53598,Ortholog not conserved
N_apis,P53600,Lost domain(s)
N_apis,P53722,Ortholog not conserved
N_apis,P53723,Ortholog not conserved
N_apis,P53729,Ortholog not conserved
N_apis,P53730,Ortholog not conserved
N_apis,P53731,Ortholog not conserved
N_apis,P53732,Ortholog not conserved
N_apis,P53738,Ortholog not conserved
N_apis,P53741,Ortholog not conserved
N_apis,P53743,Ortholog not conserved
N_apis,P53748,Ortholog not conserved
N_apis,P53769,Ortholog not conserved
N_apis,P53829,Ortholog not conserved
N_apis,P53830,Ortholog not conserved
N_apis,P53840,Ortholog not conserved
N_apis,P53843,Ortholog not conserved
N_apis,P53845,Gained/swapped domain(s)
N_apis,P53846,Ortholog not conserved
N_apis,P53848,Ortholog not conserved
N_apis,P53851,Ortholog not conserved
N_apis,P53852,Ortholog not conserved
N_apis,P53853,Ortholog not conserved
N_apis,P53854,Ortholog not conserved
N_apis,P53855,Ortholog not conserved
N_apis,P53859,Ortholog not conserved
N_apis,P53866,Ortholog not conserved
N_apis,P53868,Ortholog not conserved
N_apis,P53872,Ortholog not conserved
N_apis,P53875,Ortholog not conserved
N_apis,P53877,Ortholog not conserved
N_apis,P53881,Ortholog not conserved
N_apis,P53886,Ortholog not conserved
N_apis,P53889,Ortholog not conserved
N_apis,P53900,Ortholog not conserved
N_apis,P53914,Lost domain(s)
N_apis,P53915,Ortholog not conserved
N_apis,P53916,Ortholog not conserved
N_apis,P53919,Ortholog not conserved
N_apis,P53923,Ortholog not conserved
N_apis,P53927,Ortholog not conserved
N_apis,P53934,Ortholog not conserved
N_apis,P53942,Ortholog not conserved
N_apis,P53944,Ortholog not conserved
N_apis,P53946,Ortholog not conserved
N_apis,P53954,Ortholog not conserved
N_apis,P53959,Ortholog not conserved
N_apis,P53960,Ortholog not conserved
N_apis,P53961,Ortholog not conserved
N_apis,P53962,Ortholog not conserved
N_apis,P53969,Ortholog not conserved
N_apis,P53971,Ortholog not conserved
N_apis,P53972,Ortholog not conserved
N_apis,P53973,Ortholog not conserved
N_apis,P53980,Ortholog not conserved
N_apis,P54000,Ortholog not conserved
N_apis,P54730,Ortholog not conserved
N_apis,P54787,Ortholog not conserved
N_apis,P54791,Ortholog not conserved
N_apis,P54839,Gained/swapped domain(s)
N_apis,P54857,Ortholog not conserved
N_apis,P54858,Ortholog not conserved
N_apis,P54860,Ortholog not conserved
N_apis,P61829,Ortholog not conserved
N_apis,P69771,Ortholog not conserved
N_apis,P80210,Ortholog not conserved
N_apis,P80235,Ortholog not conserved
N_apis,P80667,Ortholog not conserved
N_apis,P89102,Ortholog not conserved
N_apis,P89105,Lost domain(s)
N_apis,P89114,Ortholog not conserved
N_apis,Q00362,Lost domain(s)
N_apis,Q00539,Ortholog not conserved
N_apis,Q00578,Ortholog not conserved
N_apis,Q00582,Ortholog not conserved
N_apis,Q00684,Ortholog not conserved
N_apis,Q01080,Ortholog not conserved
N_apis,Q01159,Ortholog not conserved
N_apis,Q01329,Ortholog not conserved
N_apis,Q01454,Ortholog not conserved
N_apis,Q01476,Ortholog not conserved
N_apis,Q01519,Ortholog not conserved
N_apis,Q01532,Ortholog not conserved
N_apis,Q01560,Gained/swapped domain(s)
N_apis,Q01662,Ortholog not conserved
N_apis,Q01846,Ortholog not conserved
N_apis,Q01852,Ortholog not conserved
N_apis,Q01976,Ortholog not conserved
N_apis,Q02197,Ortholog not conserved
N_apis,Q02199,Ortholog not conserved
N_apis,Q02207,Ortholog not conserved
N_apis,Q02256,Ortholog not conserved
N_apis,Q02336,Ortholog not conserved
N_apis,Q02354,Lost domain(s)
N_apis,Q02457,Ortholog not conserved
N_apis,Q02521,Ortholog not conserved
N_apis,Q02608,Ortholog not conserved
N_apis,Q02647,Ortholog not conserved
N_apis,Q02767,Ortholog not conserved
N_apis,Q02770,Ortholog not conserved
N_apis,Q02775,Ortholog not conserved
N_apis,Q02799,Ortholog not conserved
N_apis,Q02821,Lost domain(s)
N_apis,Q02873,Ortholog not conserved
N_apis,Q02883,Ortholog not conserved
N_apis,Q02884,Lost domain(s)
N_apis,Q02889,Ortholog not conserved
N_apis,Q02892,Ortholog not conserved
N_apis,Q02895,Ortholog not conserved
N_apis,Q02908,Conserved domain architecture
N_apis,Q02931,Ortholog not conserved
N_apis,Q02939,Lost domain(s)
N_apis,Q02948,Ortholog not conserved
N_apis,Q02979,Lost domain(s)
N_apis,Q03018,Ortholog not conserved
N_apis,Q03048,Ortholog not conserved
N_apis,Q03067,Ortholog not conserved
N_apis,Q03071,Ortholog not conserved
N_apis,Q03102,Ortholog not conserved
N_apis,Q03103,Lost domain(s)
N_apis,Q03104,Ortholog not conserved
N_apis,Q03151,Ortholog not conserved
N_apis,Q03162,Ortholog not conserved
N_apis,Q03195,Conserved domain architecture
N_apis,Q03201,Ortholog not conserved
N_apis,Q03246,Ortholog not conserved
N_apis,Q03254,Lost domain(s)
N_apis,Q03262,Ortholog not conserved
N_apis,Q03290,Ortholog not conserved
N_apis,Q03305,Ortholog not conserved
N_apis,Q03308,Ortholog not conserved
N_apis,Q03322,Ortholog not conserved
N_apis,Q03323,Ortholog not conserved
N_apis,Q03330,Lost domain(s)
N_apis,Q03337,Conserved domain architecture
N_apis,Q03338,Ortholog not conserved
N_apis,Q03375,Ortholog not conserved
N_apis,Q03390,Ortholog not conserved
N_apis,Q03406,Lost domain(s)
N_apis,Q03429,Ortholog not conserved
N_apis,Q03496,Ortholog not conserved
N_apis,Q03529,Ortholog not conserved
N_apis,Q03554,Lost domain(s)
N_apis,Q03557,Ortholog not conserved
N_apis,Q03630,Ortholog not conserved
N_apis,Q03653,Ortholog not conserved
N_apis,Q03656,Ortholog not conserved
N_apis,Q03660,Ortholog not conserved
N_apis,Q03667,Ortholog not conserved
N_apis,Q03690,Ortholog not conserved
N_apis,Q03697,Lost domain(s)
N_apis,Q03705,Ortholog not conserved
N_apis,Q03750,Ortholog not conserved
N_apis,Q03761,Conserved domain architecture
N_apis,Q03768,Ortholog not conserved
N_apis,Q03771,Ortholog not conserved
N_apis,Q03772,Ortholog not conserved
N_apis,Q03774,Conserved domain architecture
N_apis,Q03778,Ortholog not conserved
N_apis,Q03784,Ortholog not conserved
N_apis,Q03786,Ortholog not conserved
N_apis,Q03796,Conserved domain architecture
N_apis,Q03880,Ortholog not conserved
N_apis,Q03920,Conserved domain architecture
N_apis,Q03921,Ortholog not conserved
N_apis,Q03941,Ortholog not conserved
N_apis,Q03976,Ortholog not conserved
N_apis,Q04002,Ortholog not conserved
N_apis,Q04004,Ortholog not conserved
N_apis,Q04013,Ortholog not conserved
N_apis,Q04033,Ortholog not conserved
N_apis,Q04048,Ortholog not conserved
N_apis,Q04062,Ortholog not conserved
N_apis,Q04066,Ortholog not conserved
N_apis,Q04067,Ortholog not conserved
N_apis,Q04080,Ortholog not conserved
N_apis,Q04082,Ortholog not conserved
N_apis,Q04089,Ortholog not conserved
N_apis,Q04119,Ortholog not conserved
N_apis,Q04149,Ortholog not conserved
N_apis,Q04172,Ortholog not conserved
N_apis,Q04177,Ortholog not conserved
N_apis,Q04183,Ortholog not conserved
N_apis,Q04226,Conserved domain architecture
N_apis,Q04235,Ortholog not conserved
N_apis,Q04264,Ortholog not conserved
N_apis,Q04272,Ortholog not conserved
N_apis,Q04305,Lost domain(s)
N_apis,Q04311,Ortholog not conserved
N_apis,Q04338,Ortholog not conserved
N_apis,Q04344,Ortholog not conserved
N_apis,Q04347,Ortholog not conserved
N_apis,Q04370,Ortholog not conserved
N_apis,Q04371,Ortholog not conserved
N_apis,Q04372,Ortholog not conserved
N_apis,Q04373,Ortholog not conserved
N_apis,Q04401,Ortholog not conserved
N_apis,Q04410,Conserved domain architecture
N_apis,Q04430,Ortholog not conserved
N_apis,Q04437,Ortholog not conserved
N_apis,Q04458,Ortholog not conserved
N_apis,Q04471,Ortholog not conserved
N_apis,Q04477,Ortholog not conserved
N_apis,Q04489,Lost domain(s)
N_apis,Q04491,Lost domain(s)
N_apis,Q04493,Ortholog not conserved
N_apis,Q04500,Conserved domain architecture
N_apis,Q04598,Ortholog not conserved
N_apis,Q04599,Ortholog not conserved
N_apis,Q04636,Lost domain(s)
N_apis,Q04651,Ortholog not conserved
N_apis,Q04659,Ortholog not conserved
N_apis,Q04660,Ortholog not conserved
N_apis,Q04673,Lost domain(s)
N_apis,Q04693,Ortholog not conserved
N_apis,Q04740,Ortholog not conserved
N_apis,Q04746,Ortholog not conserved
N_apis,Q04751,Ortholog not conserved
N_apis,Q04767,Ortholog not conserved
N_apis,Q04773,Ortholog not conserved
N_apis,Q04779,Ortholog not conserved
N_apis,Q04781,Lost domain(s)
N_apis,Q04869,Ortholog not conserved
N_apis,Q04924,Ortholog not conserved
N_apis,Q04958,Ortholog not conserved
N_apis,Q04969,Ortholog not conserved
N_apis,Q04991,Ortholog not conserved
N_apis,Q05021,Ortholog not conserved
N_apis,Q05022,Ortholog not conserved
N_apis,Q05027,Ortholog not conserved
N_apis,Q05040,Ortholog not conserved
N_apis,Q05468,Ortholog not conserved
N_apis,Q05473,Ortholog not conserved
N_apis,Q05498,Conserved domain architecture
N_apis,Q05541,Ortholog not conserved
N_apis,Q05543,Conserved domain architecture
N_apis,Q05549,Ortholog not conserved
N_apis,Q05567,Ortholog not conserved
N_apis,Q05568,Lost domain(s)
N_apis,Q05580,Conserved domain architecture
N_apis,Q05583,Lost domain(s)
N_apis,Q05672,Ortholog not conserved
N_apis,Q05779,Ortholog not conserved
N_apis,Q05787,Lost domain(s)
N_apis,Q05788,Ortholog not conserved
N_apis,Q05791,Ortholog not conserved
N_apis,Q05809,Ortholog not conserved
N_apis,Q05863,Ortholog not conserved
N_apis,Q05881,Ortholog not conserved
N_apis,Q05892,Ortholog not conserved
N_apis,Q05900,Lost domain(s)
N_apis,Q05902,Ortholog not conserved
N_apis,Q05911,Ortholog not conserved
N_apis,Q05924,Ortholog not conserved
N_apis,Q05933,Ortholog not conserved
N_apis,Q05979,Ortholog not conserved
N_apis,Q06005,Ortholog not conserved
N_apis,Q06032,Conserved domain architecture
N_apis,Q06053,Ortholog not conserved
N_apis,Q06078,Ortholog not conserved
N_apis,Q06090,Ortholog not conserved
N_apis,Q06096,Ortholog not conserved
N_apis,Q06102,Conserved domain architecture
N_apis,Q06103,Conserved domain architecture
N_apis,Q06132,Ortholog not conserved
N_apis,Q06142,Ortholog not conserved
N_apis,Q06152,Ortholog not conserved
N_apis,Q06156,Ortholog not conserved
N_apis,Q06163,Gained/swapped domain(s)
N_apis,Q06213,Ortholog not conserved
N_apis,Q06214,Ortholog not conserved
N_apis,Q06218,Ortholog not conserved
N_apis,Q06263,Ortholog not conserved
N_apis,Q06287,Conserved domain architecture
N_apis,Q06337,Ortholog not conserved
N_apis,Q06338,Ortholog not conserved
N_apis,Q06339,Ortholog not conserved
N_apis,Q06344,Conserved domain architecture
N_apis,Q06350,Ortholog not conserved
N_apis,Q06385,Ortholog not conserved
N_apis,Q06409,Ortholog not conserved
N_apis,Q06411,Ortholog not conserved
N_apis,Q06440,Ortholog not conserved
N_apis,Q06505,Ortholog not conserved
N_apis,Q06508,Conserved domain architecture
N_apis,Q06510,Ortholog not conserved
N_apis,Q06511,Ortholog not conserved
N_apis,Q06512,Ortholog not conserved
N_apis,Q06541,Ortholog not conserved
N_apis,Q06549,Ortholog not conserved
N_apis,Q06625,Ortholog not conserved
N_apis,Q06631,Ortholog not conserved
N_apis,Q06632,Lost domain(s)
N_apis,Q06636,Ortholog not conserved
N_apis,Q06672,Ortholog not conserved
N_apis,Q06679,Ortholog not conserved
N_apis,Q06680,Lost domain(s)
N_apis,Q06682,Ortholog not conserved
N_apis,Q06683,Ortholog not conserved
N_apis,Q06685,Ortholog not conserved
N_apis,Q06688,Ortholog not conserved
N_apis,Q06696,Ortholog not conserved
N_apis,Q06697,Ortholog not conserved
N_apis,Q06706,Ortholog not conserved
N_apis,Q06708,Ortholog not conserved
N_apis,Q06819,Ortholog not conserved
N_apis,Q06833,Ortholog not conserved
N_apis,Q06835,Ortholog not conserved
N_apis,Q07350,Ortholog not conserved
N_apis,Q07418,Ortholog not conserved
N_apis,Q07457,Lost domain(s)
N_apis,Q07458,Ortholog not conserved
N_apis,Q07508,Ortholog not conserved
N_apis,Q07527,Ortholog not conserved
N_apis,Q07532,Ortholog not conserved
N_apis,Q07534,Ortholog not conserved
N_apis,Q07540,Conserved domain architecture
N_apis,Q07560,Ortholog not conserved
N_apis,Q07623,Ortholog not conserved
N_apis,Q07648,Ortholog not conserved
N_apis,Q07688,Ortholog not conserved
N_apis,Q07729,Ortholog not conserved
N_apis,Q07794,Lost domain(s)
N_apis,Q07821,Ortholog not conserved
N_apis,Q07825,Ortholog not conserved
N_apis,Q07834,Ortholog not conserved
N_apis,Q07845,Ortholog not conserved
N_apis,Q07878,Lost domain(s)
N_apis,Q07896,Lost domain(s)
N_apis,Q07897,Ortholog not conserved
N_apis,Q07913,Ortholog not conserved
N_apis,Q07923,Ortholog not conserved
N_apis,Q07930,Ortholog not conserved
N_apis,Q07953,Lost domain(s)
N_apis,Q08003,Ortholog not conserved
N_apis,Q08004,Conserved domain architecture
N_apis,Q08023,Ortholog not conserved
N_apis,Q08032,Ortholog not conserved
N_apis,Q08058,Ortholog not conserved
N_apis,Q08096,Conserved domain architecture
N_apis,Q08202,Ortholog not conserved
N_apis,Q08204,Ortholog not conserved
N_apis,Q08208,Ortholog not conserved
N_apis,Q08220,Conserved domain architecture
N_apis,Q08230,Ortholog not conserved
N_apis,Q08235,Conserved domain architecture
N_apis,Q08236,Ortholog not conserved
N_apis,Q08278,Ortholog not conserved
N_apis,Q08281,Ortholog not conserved
N_apis,Q08285,Lost domain(s)
N_apis,Q08287,Ortholog not conserved
N_apis,Q08422,Ortholog not conserved
N_apis,Q08444,Conserved domain architecture
N_apis,Q08446,Lost domain(s)
N_apis,Q08548,Lost domain(s)
N_apis,Q08601,Ortholog not conserved
N_apis,Q08634,Ortholog not conserved
N_apis,Q08641,Ortholog not conserved
N_apis,Q08647,Conserved domain architecture
N_apis,Q08650,Ortholog not conserved
N_apis,Q08685,Lost domain(s)
N_apis,Q08687,Ortholog not conserved
N_apis,Q08689,Conserved domain architecture
N_apis,Q08702,Ortholog not conserved
N_apis,Q08723,Conserved domain architecture
N_apis,Q08746,Conserved domain architecture
N_apis,Q08822,Ortholog not conserved
N_apis,Q08831,Ortholog not conserved
N_apis,Q08873,Conserved domain architecture
N_apis,Q08920,Ortholog not conserved
N_apis,Q08924,Ortholog not conserved
N_apis,Q08951,Ortholog not conserved
N_apis,Q08952,Lost domain(s)
N_apis,Q08954,Ortholog not conserved
N_apis,Q08960,Ortholog not conserved
N_apis,Q08962,Conserved domain architecture
N_apis,Q08963,Ortholog not conserved
N_apis,Q08971,Ortholog not conserved
N_apis,Q10740,Ortholog not conserved
N_apis,Q12000,Conserved domain architecture
N_apis,Q12001,Ortholog not conserved
N_apis,Q12004,Ortholog not conserved
N_apis,Q12009,Conserved domain architecture
N_apis,Q12012,Ortholog not conserved
N_apis,Q12016,Ortholog not conserved
N_apis,Q12019,Ortholog not conserved
N_apis,Q12030,Conserved domain architecture
N_apis,Q12035,Ortholog not conserved
N_apis,Q12042,Ortholog not conserved
N_apis,Q12049,Ortholog not conserved
N_apis,Q12052,Ortholog not conserved
N_apis,Q12055,Conserved domain architecture
N_apis,Q12059,Conserved domain architecture
N_apis,Q12071,Ortholog not conserved
N_apis,Q12080,Ortholog not conserved
N_apis,Q12091,Lost domain(s)
N_apis,Q12093,Ortholog not conserved
N_apis,Q12094,Conserved domain architecture
N_apis,Q12104,Ortholog not conserved
N_apis,Q12108,Ortholog not conserved
N_apis,Q12109,Conserved domain architecture
N_apis,Q12114,Ortholog not conserved
N_apis,Q12116,Ortholog not conserved
N_apis,Q12125,Ortholog not conserved
N_apis,Q12133,Ortholog not conserved
N_apis,Q12142,Ortholog not conserved
N_apis,Q12146,Lost domain(s)
N_apis,Q12149,Lost domain(s)
N_apis,Q12150,Ortholog not conserved
N_apis,Q12154,Ortholog not conserved
N_apis,Q12158,Ortholog not conserved
N_apis,Q12159,Ortholog not conserved
N_apis,Q12165,Ortholog not conserved
N_apis,Q12176,Ortholog not conserved
N_apis,Q12177,Ortholog not conserved
N_apis,Q12184,Ortholog not conserved
N_apis,Q12186,Lost domain(s)
N_apis,Q12189,Conserved domain architecture
N_apis,Q12196,Conserved domain architecture
N_apis,Q12199,Ortholog not conserved
N_apis,Q12200,Ortholog not conserved
N_apis,Q12204,Ortholog not conserved
N_apis,Q12220,Lost domain(s)
N_apis,Q12229,Ortholog not conserved
N_apis,Q12232,Ortholog not conserved
N_apis,Q12239,Ortholog not conserved
N_apis,Q12247,Ortholog not conserved
N_apis,Q12248,Ortholog not conserved
N_apis,Q12250,Lost domain(s)
N_apis,Q12272,Ortholog not conserved
N_apis,Q12275,Ortholog not conserved
N_apis,Q12280,Ortholog not conserved
N_apis,Q12283,Ortholog not conserved
N_apis,Q12287,Ortholog not conserved
N_apis,Q12288,Ortholog not conserved
N_apis,Q12296,Ortholog not conserved
N_apis,Q12306,Ortholog not conserved
N_apis,Q12309,Ortholog not conserved
N_apis,Q12314,Gained/swapped domain(s)
N_apis,Q12315,Ortholog not conserved
N_apis,Q12322,Ortholog not conserved
N_apis,Q12328,Lost domain(s)
N_apis,Q12330,Conserved domain architecture
N_apis,Q12339,Ortholog not conserved
N_apis,Q12341,Ortholog not conserved
N_apis,Q12347,Ortholog not conserved
